,material,interfacing
10392,", 7THREAD COLOR:Matches fabric color, unless noted above, , , , , , ",0
10393,", AIRBLASTER Style Number: , , , , , , ",0
10394,", Designer: , , , , , , ",0
10395,", Season: Winter, , , , , , ",0
10396,", Insulation:, , , , , , ",0
10397,", Style Name: Seams: Vendor:, , , , , , ",0
10398,", Puffin Pullover MM Rating:, , , , , , ",0
10399,", Highlighted, , , , , , ",0
10400,", Updated: 9.10.15 COLOR #1COLOR #2COLOR #3COLOR #4, , , , , , ",0
10401,", MATERIAL/TRIM DESCRIPTION LOCATION QTY, , , , , , ",0
10402,", Trims, , , , , , ",0
10403,", SPECIAL INSTRUCTIONS:, , , , , , ",0
10404,", 1STITCHING:Top stitch 1/16"", serge all linings, single needle, , , , , , ",0
10405,", 2STITCHES PER INCH:8-10, , , , , , ",0
10406,", 3ZIPPER DIRECTION:CF has right hand slider, pocket zippers close down, vents zips close DOWN, , , , , , ",0
10407,", 4BARTACK:At stress points, , , , , , ",0
10408,", 5HEAT CUT:Elastic, webbing, taffeta, , , , , , ",0
10409,", 6GROMMETS/SNAPS:Should have pellon backing, , , , , , ",0
10410,", 7THREAD COLOR:Matches fabric color, unless noted above, , , , , , ",0
10411,", AIRBLASTER Style Number: , , , , , , ",0
10412,", Designer: , , , , , , ",0
10413,", Season: Winter, , , , , , ",0
10414,", Insulation:, , , , , , ",0
10415,", Style Name: Seams: Vendor:, , , , , , ",0
10416,", Puffin Pullover MM Rating:, , , , , , ",0
10417,", Highlighted, , , , , , ",0
10418,", Updated: 9.10.15 COLOR #1COLOR #2COLOR #3COLOR #4, , , , , , ",0
10419,", MATERIAL/TRIM DESCRIPTION LOCATION QTY, , , , , , ",0
10420,", Trims, , , , , , ",0
10421,", SPECIAL INSTRUCTIONS:, , , , , , ",0
10422,", 1STITCHING:Top stitch 1/16"", serge all linings, single needle, , , , , , ",0
10423,", 2STITCHES PER INCH:8-10, , , , , , ",0
10424,", 3ZIPPER DIRECTION:CF has right hand slider, pocket zippers close down, vents zips close DOWN, , , , , , ",0
10425,", 4BARTACK:At stress points, , , , , , ",0
10426,", 5HEAT CUT:Elastic, webbing, taffeta, , , , , , ",0
10427,", 6GROMMETS/SNAPS:Should have pellon backing, , , , , , ",0
10428,", 7THREAD COLOR:Matches fabric color, unless noted above, , , , , , ",0
10429,", AIRBLASTER Style Number: , , , , , , ",0
10430,", Designer: , , , , , , ",0
10431,", Season: Winter, , , , , , ",0
10432,", Insulation:, , , , , , ",0
10433,", Style Name: Seams: Vendor:, , , , , , ",0
10434,", Puffin Pullover MM Rating:, , , , , , ",0
10435,", Highlighted, , , , , , ",0
10436,", Updated: 9.10.15 COLOR #1COLOR #2COLOR #3COLOR #4, , , , , , ",0
10437,", MATERIAL/TRIM DESCRIPTION LOCATION QTY, , , , , , ",0
10438,", Trims, , , , , , ",0
10439,", SPECIAL INSTRUCTIONS:, , , , , , ",0
10440,", 1STITCHING:Top stitch 1/16"", serge all linings, single needle, , , , , , ",0
10441,", 2STITCHES PER INCH:8-10, , , , , , ",0
10442,", 3ZIPPER DIRECTION:CF has right hand slider, pocket zippers close down, vents zips close DOWN, , , , , , ",0
10443,", 4BARTACK:At stress points, , , , , , ",0
10444,", 5HEAT CUT:Elastic, webbing, taffeta, , , , , , ",0
10445,", 6GROMMETS/SNAPS:Should have pellon backing, , , , , , ",0
10446,", 7THREAD COLOR:Matches fabric color, unless noted above, , , , , , ",0
10447,", AIRBLASTER Style Number: , , , , , , ",0
10448,", Designer: , , , , , , ",0
10449,", Season: Winter, , , , , , ",0
10450,", Insulation:, , , , , , ",0
10451,", Style Name: Seams: Vendor:, , , , , , ",0
10452,", Puffin Pullover MM Rating:, , , , , , ",0
10453,", Highlighted, , , , , , ",0
10454,", Updated: 9.10.15 COLOR #1COLOR #2COLOR #3COLOR #4, , , , , , ",0
10455,", MATERIAL/TRIM DESCRIPTION LOCATION QTY, , , , , , ",0
10456,", Trims, , , , , , ",0
10457,", SPECIAL INSTRUCTIONS:, , , , , , ",0
10458,", 1STITCHING:Top stitch 1/16"", serge all linings, single needle, , , , , , ",0
10459,", 2STITCHES PER INCH:8-10, , , , , , ",0
10460,", 3ZIPPER DIRECTION:CF has right hand slider, pocket zippers close down, vents zips close DOWN, , , , , , ",0
10461,", 4BARTACK:At stress points, , , , , , ",0
10462,", 5HEAT CUT:Elastic, webbing, taffeta, , , , , , ",0
10463,", 6GROMMETS/SNAPS:Should have pellon backing, , , , , , ",0
10464,", 7THREAD COLOR:Matches fabric color, unless noted above, , , , , , ",0
10465,", AIRBLASTER Style Number: , , , , , , ",0
10466,", Designer: , , , , , , ",0
10467,", Season: Winter, , , , , , ",0
10468,", Insulation:, , , , , , ",0
10469,", Style Name: Seams: Vendor:, , , , , , ",0
10470,", Puffin Pullover MM Rating:, , , , , , ",0
10471,", Highlighted, , , , , , ",0
10472,", Updated: 9.10.15 COLOR #1COLOR #2COLOR #3COLOR #4, , , , , , ",0
10473,", MATERIAL/TRIM DESCRIPTION LOCATION QTY, , , , , , ",0
10474,", Trims, , , , , , ",0
10475,", SPECIAL INSTRUCTIONS:, , , , , , ",0
10476,", 1STITCHING:Top stitch 1/16"", serge all linings, single needle, , , , , , ",0
10477,", 2STITCHES PER INCH:8-10, , , , , , ",0
10478,", 3ZIPPER DIRECTION:CF has right hand slider, pocket zippers close down, vents zips close DOWN, , , , , , ",0
10479,", 4BARTACK:At stress points, , , , , , ",0
10480,", 5HEAT CUT:Elastic, webbing, taffeta, , , , , , ",0
10481,", 6GROMMETS/SNAPS:Should have pellon backing, , , , , , ",0
10482,", 7THREAD COLOR:Matches fabric color, unless noted above, , , , , , ",0
10483,", AIRBLASTER Style Number: , , , , , , ",0
10484,", Designer: , , , , , , ",0
10485,", Season: Winter, , , , , , ",0
10486,", Insulation:, , , , , , ",0
10487,", Style Name: Seams: Vendor:, , , , , , ",0
10488,", Puffin Pullover MM Rating:, , , , , , ",0
10489,", Highlighted, , , , , , ",0
10490,", Updated: 9.10.15 COLOR #1COLOR #2COLOR #3COLOR #4, , , , , , ",0
10491,", MATERIAL/TRIM DESCRIPTION LOCATION QTY, , , , , , ",0
10492,", Trims, , , , , , ",0
10493,", SPECIAL INSTRUCTIONS:, , , , , , ",0
10494,", 1STITCHING:Top stitch 1/16"", serge all linings, single needle, , , , , , ",0
10495,", 2STITCHES PER INCH:8-10, , , , , , ",0
10496,", 3ZIPPER DIRECTION:CF has right hand slider, pocket zippers close down, vents zips close DOWN, , , , , , ",0
10497,", 4BARTACK:At stress points, , , , , , ",0
10498,", 5HEAT CUT:Elastic, webbing, taffeta, , , , , , ",0
10499,", 6GROMMETS/SNAPS:Should have pellon backing, , , , , , ",0
10500,", 7THREAD COLOR:Matches fabric color, unless noted above, , , , , , ",0
10501,", AIRBLASTER Style Number: , , , , , , ",0
10502,", Designer: , , , , , , ",0
10503,", Season: Winter, , , , , , ",0
10504,", Insulation:, , , , , , ",0
10505,", Style Name: Seams: Vendor:, , , , , , ",0
10506,", Puffin Pullover MM Rating:, , , , , , ",0
10507,", Highlighted, , , , , , ",0
10508,", Updated: 9.10.15 COLOR #1COLOR #2COLOR #3COLOR #4, , , , , , ",0
10509,", MATERIAL/TRIM DESCRIPTION LOCATION QTY, , , , , , ",0
10510,", Trims, , , , , , ",0
10511,", SPECIAL INSTRUCTIONS:, , , , , , ",0
10512,", 1STITCHING:Top stitch 1/16"", serge all linings, single needle, , , , , , ",0
10513,", 2STITCHES PER INCH:8-10, , , , , , ",0
10514,", 3ZIPPER DIRECTION:CF has right hand slider, pocket zippers close down, vents zips close DOWN, , , , , , ",0
10515,", 4BARTACK:At stress points, , , , , , ",0
10516,", 5HEAT CUT:Elastic, webbing, taffeta, , , , , , ",0
10517,", 6GROMMETS/SNAPS:Should have pellon backing, , , , , , ",0
10518,", 7THREAD COLOR:Matches fabric color, unless noted above, , , , , , ",0
10519,", AIRBLASTER Style Number: , , , , , , ",0
10520,", Designer: , , , , , , ",0
10521,", Season: Winter, , , , , , ",0
10522,", Insulation:, , , , , , ",0
10523,", Style Name: Seams: Vendor:, , , , , , ",0
10524,", Puffin Pullover MM Rating:, , , , , , ",0
10525,", Highlighted, , , , , , ",0
10526,", Updated: 9.10.15 COLOR #1COLOR #2COLOR #3COLOR #4, , , , , , ",0
10527,", MATERIAL/TRIM DESCRIPTION LOCATION QTY, , , , , , ",0
10528,", Trims, , , , , , ",0
10529,", SPECIAL INSTRUCTIONS:, , , , , , ",0
10530,", 1STITCHING:Top stitch 1/16"", serge all linings, single needle, , , , , , ",0
10531,", 2STITCHES PER INCH:8-10, , , , , , ",0
10532,", 3ZIPPER DIRECTION:CF has right hand slider, pocket zippers close down, vents zips close DOWN, , , , , , ",0
10533,", 4BARTACK:At stress points, , , , , , ",0
10534,", 5HEAT CUT:Elastic, webbing, taffeta, , , , , , ",0
10535,", 6GROMMETS/SNAPS:Should have pellon backing, , , , , , ",0
10536,", 7THREAD COLOR:Matches fabric color, unless noted above, , , , , , ",0
10537,", AIRBLASTER Style Number: , , , , , , ",0
10538,", Designer: , , , , , , ",0
10539,", Season: Winter, , , , , , ",0
10540,", Insulation:, , , , , , ",0
10541,", Style Name: Seams: Vendor:, , , , , , ",0
10542,", Puffin Pullover MM Rating:, , , , , , ",0
10543,", Highlighted, , , , , , ",0
10544,", Updated: 9.10.15 COLOR #1COLOR #2COLOR #3COLOR #4, , , , , , ",0
10545,", MATERIAL/TRIM DESCRIPTION LOCATION QTY, , , , , , ",0
10546,", Trims, , , , , , ",0
10547,", SPECIAL INSTRUCTIONS:, , , , , , ",0
10548,", 1STITCHING:Top stitch 1/16"", serge all linings, single needle, , , , , , ",0
10549,", 2STITCHES PER INCH:8-10, , , , , , ",0
10550,", 3ZIPPER DIRECTION:CF has right hand slider, pocket zippers close down, vents zips close DOWN, , , , , , ",0
10551,", 4BARTACK:At stress points, , , , , , ",0
10552,", 5HEAT CUT:Elastic, webbing, taffeta, , , , , , ",0
10553,", 6GROMMETS/SNAPS:Should have pellon backing, , , , , , ",0
10554,", 7THREAD COLOR:Matches fabric color, unless noted above, , , , , , ",0
10555,", AIRBLASTER Style Number: , , , , , , ",0
10556,", Designer: , , , , , , ",0
10557,", Season: Winter, , , , , , ",0
10558,", Insulation:, , , , , , ",0
10559,", Style Name: Seams: Vendor:, , , , , , ",0
10560,", Puffin Pullover MM Rating:, , , , , , ",0
10561,", Highlighted, , , , , , ",0
10562,", Updated: 9.10.15 COLOR #1COLOR #2COLOR #3COLOR #4, , , , , , ",0
10563,", MATERIAL/TRIM DESCRIPTION LOCATION QTY, , , , , , ",0
10564,", Trims, , , , , , ",0
10565,", SPECIAL INSTRUCTIONS:, , , , , , ",0
10566,", 1STITCHING:Top stitch 1/16"", serge all linings, single needle, , , , , , ",0
10567,", 2STITCHES PER INCH:8-10, , , , , , ",0
10568,", 3ZIPPER DIRECTION:CF has right hand slider, pocket zippers close down, vents zips close DOWN, , , , , , ",0
10569,", 4BARTACK:At stress points, , , , , , ",0
10570,", 5HEAT CUT:Elastic, webbing, taffeta, , , , , , ",0
10571,", 6GROMMETS/SNAPS:Should have pellon backing, , , , , , ",0
10572,", 7THREAD COLOR:Matches fabric color, unless noted above, , , , , , ",0
10573,", AIRBLASTER Style Number: , , , , , , ",0
10574,", Designer: , , , , , , ",0
10575,", Season: Winter, , , , , , ",0
10576,", Insulation:, , , , , , ",0
10577,", Style Name: Seams: Vendor:, , , , , , ",0
10578,", Puffin Pullover MM Rating:, , , , , , ",0
10579,", Highlighted, , , , , , ",0
10580,", Updated: 9.10.15 COLOR #1COLOR #2COLOR #3COLOR #4, , , , , , ",0
10581,", MATERIAL/TRIM DESCRIPTION LOCATION QTY, , , , , , ",0
10582,", Trims, , , , , , ",0
10583,", SPECIAL INSTRUCTIONS:, , , , , , ",0
10584,", 1STITCHING:Top stitch 1/16"", serge all linings, single needle, , , , , , ",0
10585,", 2STITCHES PER INCH:8-10, , , , , , ",0
10586,", 3ZIPPER DIRECTION:CF has right hand slider, pocket zippers close down, vents zips close DOWN, , , , , , ",0
10587,", 4BARTACK:At stress points, , , , , , ",0
10588,", 5HEAT CUT:Elastic, webbing, taffeta, , , , , , ",0
10589,", 6GROMMETS/SNAPS:Should have pellon backing, , , , , , ",0
10590,", 7THREAD COLOR:Matches fabric color, unless noted above, , , , , , ",0
10591,", AIRBLASTER Style Number: , , , , , , ",0
10592,", Designer: , , , , , , ",0
10593,", Season: Winter, , , , , , ",0
10594,", Insulation:, , , , , , ",0
10595,", Style Name: Seams: Vendor:, , , , , , ",0
10596,", Puffin Pullover MM Rating:, , , , , , ",0
10597,", Highlighted, , , , , , ",0
10598,", Updated: 9.10.15 COLOR #1COLOR #2COLOR #3COLOR #4, , , , , , ",0
10599,", MATERIAL/TRIM DESCRIPTION LOCATION QTY, , , , , , ",0
10600,", Trims, , , , , , ",0
10601,", SPECIAL INSTRUCTIONS:, , , , , , ",0
10602,", 1STITCHING:Top stitch 1/16"", serge all linings, single needle, , , , , , ",0
10603,", 2STITCHES PER INCH:8-10, , , , , , ",0
10604,", 3ZIPPER DIRECTION:CF has right hand slider, pocket zippers close down, vents zips close DOWN, , , , , , ",0
10605,", 4BARTACK:At stress points, , , , , , ",0
10606,", 5HEAT CUT:Elastic, webbing, taffeta, , , , , , ",0
10607,", 6GROMMETS/SNAPS:Should have pellon backing, , , , , , ",0
10608,", 7THREAD COLOR:Matches fabric color, unless noted above, , , , , , ",0
10609,", AIRBLASTER Style Number: , , , , , , ",0
10610,", Designer: , , , , , , ",0
10611,", Season: Winter, , , , , , ",0
10612,", Insulation:, , , , , , ",0
10613,", Style Name: Seams: Vendor:, , , , , , ",0
10614,", Puffin Pullover MM Rating:, , , , , , ",0
10615,", Highlighted, , , , , , ",0
10616,", Updated: 9.10.15 COLOR #1COLOR #2COLOR #3COLOR #4, , , , , , ",0
10617,", MATERIAL/TRIM DESCRIPTION LOCATION QTY, , , , , , ",0
10618,", Trims, , , , , , ",0
10619,", SPECIAL INSTRUCTIONS:, , , , , , ",0
10620,", 1STITCHING:Top stitch 1/16"", serge all linings, single needle, , , , , , ",0
10621,", 2STITCHES PER INCH:8-10, , , , , , ",0
10622,", 3ZIPPER DIRECTION:CF has right hand slider, pocket zippers close down, vents zips close DOWN, , , , , , ",0
10623,", 4BARTACK:At stress points, , , , , , ",0
10624,", 5HEAT CUT:Elastic, webbing, taffeta, , , , , , ",0
10625,", 6GROMMETS/SNAPS:Should have pellon backing, , , , , , ",0
10626,", 7THREAD COLOR:Matches fabric color, unless noted above, , , , , , ",0
10627,", AIRBLASTER Style Number: , , , , , , ",0
10628,", Designer: , , , , , , ",0
10629,", Season: Winter, , , , , , ",0
10630,", Insulation:, , , , , , ",0
10631,", Style Name: Seams: Vendor:, , , , , , ",0
10632,", Puffin Pullover MM Rating:, , , , , , ",0
10633,", Highlighted, , , , , , ",0
10634,", Updated: 9.10.15 COLOR #1COLOR #2COLOR #3COLOR #4, , , , , , ",0
10635,", MATERIAL/TRIM DESCRIPTION LOCATION QTY, , , , , , ",0
10636,", Trims, , , , , , ",0
10637,", SPECIAL INSTRUCTIONS:, , , , , , ",0
10638,", 1STITCHING:Top stitch 1/16"", serge all linings, single needle, , , , , , ",0
10639,", 2STITCHES PER INCH:8-10, , , , , , ",0
10640,", 3ZIPPER DIRECTION:CF has right hand slider, pocket zippers close down, vents zips close DOWN, , , , , , ",0
10641,", 4BARTACK:At stress points, , , , , , ",0
10642,", 5HEAT CUT:Elastic, webbing, taffeta, , , , , , ",0
10643,", 6GROMMETS/SNAPS:Should have pellon backing, , , , , , ",0
10644,", 7THREAD COLOR:Matches fabric color, unless noted above, , , , , , ",0
10645,", AIRBLASTER Style Number: , , , , , , ",0
10646,", Designer: , , , , , , ",0
10647,", Season: Winter, , , , , , ",0
10648,", Insulation:, , , , , , ",0
10649,", Style Name: Seams: Vendor:, , , , , , ",0
10650,", Puffin Pullover MM Rating:, , , , , , ",0
10651,", Highlighted, , , , , , ",0
10652,", Updated: 9.10.15 COLOR #1COLOR #2COLOR #3COLOR #4, , , , , , ",0
10653,", MATERIAL/TRIM DESCRIPTION LOCATION QTY, , , , , , ",0
10654,", Trims, , , , , , ",0
10655,", SPECIAL INSTRUCTIONS:, , , , , , ",0
10656,", 1STITCHING:Top stitch 1/16"", serge all linings, single needle, , , , , , ",0
10657,", 2STITCHES PER INCH:8-10, , , , , , ",0
10658,", 3ZIPPER DIRECTION:CF has right hand slider, pocket zippers close down, vents zips close DOWN, , , , , , ",0
10659,", 4BARTACK:At stress points, , , , , , ",0
10660,", 5HEAT CUT:Elastic, webbing, taffeta, , , , , , ",0
10661,", 6GROMMETS/SNAPS:Should have pellon backing, , , , , , ",0
10662,", 7THREAD COLOR:Matches fabric color, unless noted above, , , , , , ",0
10663,", AIRBLASTER Style Number: , , , , , , ",0
10664,", Designer: , , , , , , ",0
10665,", Season: Winter, , , , , , ",0
10666,", Insulation:, , , , , , ",0
10667,", Style Name: Seams: Vendor:, , , , , , ",0
10668,", Puffin Pullover MM Rating:, , , , , , ",0
10669,", Highlighted, , , , , , ",0
10670,", Updated: 9.10.15 COLOR #1COLOR #2COLOR #3COLOR #4, , , , , , ",0
10671,", MATERIAL/TRIM DESCRIPTION LOCATION QTY, , , , , , ",0
10672,", Trims, , , , , , ",0
10673,", SPECIAL INSTRUCTIONS:, , , , , , ",0
10674,", 1STITCHING:Top stitch 1/16"", serge all linings, single needle, , , , , , ",0
10675,", 2STITCHES PER INCH:8-10, , , , , , ",0
10676,", 3ZIPPER DIRECTION:CF has right hand slider, pocket zippers close down, vents zips close DOWN, , , , , , ",0
10677,", 4BARTACK:At stress points, , , , , , ",0
10678,", 5HEAT CUT:Elastic, webbing, taffeta, , , , , , ",0
10679,", 6GROMMETS/SNAPS:Should have pellon backing, , , , , , ",0
10680,", 7THREAD COLOR:Matches fabric color, unless noted above, , , , , , ",0
10681,", AIRBLASTER Style Number: , , , , , , ",0
10682,", Designer: , , , , , , ",0
10683,", Season: Winter, , , , , , ",0
10684,", Insulation:, , , , , , ",0
10685,", Style Name: Seams: Vendor:, , , , , , ",0
10686,", Puffin Pullover MM Rating:, , , , , , ",0
10687,", Highlighted, , , , , , ",0
10688,", Updated: 9.10.15 COLOR #1COLOR #2COLOR #3COLOR #4, , , , , , ",0
10689,", MATERIAL/TRIM DESCRIPTION LOCATION QTY, , , , , , ",0
10690,", Trims, , , , , , ",0
10691,", SPECIAL INSTRUCTIONS:, , , , , , ",0
10692,", 1STITCHING:Top stitch 1/16"", serge all linings, single needle, , , , , , ",0
10693,", 2STITCHES PER INCH:8-10, , , , , , ",0
10694,", 3ZIPPER DIRECTION:CF has right hand slider, pocket zippers close down, vents zips close DOWN, , , , , , ",0
10695,", 4BARTACK:At stress points, , , , , , ",0
10696,", 5HEAT CUT:Elastic, webbing, taffeta, , , , , , ",0
10697,", 6GROMMETS/SNAPS:Should have pellon backing, , , , , , ",0
10698,", 7THREAD COLOR:Matches fabric color, unless noted above, , , , , , ",0
10699,", AIRBLASTER Style Number: , , , , , , ",0
10700,", Designer: , , , , , , ",0
10701,", Season: Winter, , , , , , ",0
10702,", Insulation:, , , , , , ",0
10703,", Style Name: Seams: Vendor:, , , , , , ",0
10704,", Puffin Pullover MM Rating:, , , , , , ",0
10705,", Highlighted, , , , , , ",0
10706,", Updated: 9.10.15 COLOR #1COLOR #2COLOR #3COLOR #4, , , , , , ",0
10707,", MATERIAL/TRIM DESCRIPTION LOCATION QTY, , , , , , ",0
10708,", Trims, , , , , , ",0
10709,", SPECIAL INSTRUCTIONS:, , , , , , ",0
10710,", 1STITCHING:Top stitch 1/16"", serge all linings, single needle, , , , , , ",0
10711,", 2STITCHES PER INCH:8-10, , , , , , ",0
10712,", 3ZIPPER DIRECTION:CF has right hand slider, pocket zippers close down, vents zips close DOWN, , , , , , ",0
10713,", 4BARTACK:At stress points, , , , , , ",0
10714,", 5HEAT CUT:Elastic, webbing, taffeta, , , , , , ",0
