,Style,position,item,ref num,content,colorway 1 ,colorway 2,colorway 3,none,none.1,none.2,amount,0,0.1,0.2,location ,silt,military,ink,port,bone,black,walnut,location,colorway 1,colorway 4,colorway 5,colorway 6,soil,vintage camo broken twill,dusty green,0.3,soil / black,black / oxblood,gunmetal / bombay,dark slate,rust,raven,none.3,none.4,slider ref number,floral print broken twill,black/ rust,bone/ black,gunmetal/ ink,details,colorways,0.4,black overdye denim,brown overdye denim,bone/floral print,rust / black,ink / gunmetal,gunmetal,silt ,bone ,silt / gunmetal,walnut / ink,camo,sand / dark slate,harvest / raven,raw blue denim,pink,ref number,winter 2018/2019,contractor:,soluna
11,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,right hand pocket,key clip,j&k // hk-001,,,none,none,,,,1,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,front of leg gaiter,metal boot hook,supplier / ref number,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,webbing & elastic,item,supplier/ ref number,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,thread,spi,supplier/ ref number,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,"shell seams 1/4"" allowance ",12 spi (special allowance to avoid seam slip on shell  fabric),# 604 tseu,,,we have had ripping problems in the past,none,,,,regular thread,,,,,,,,,,,,,matching,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,denim weight topstitch,8-10 spi,#606 tseu,,,none,none,,,,heavy weight topstitch thread,,,,,,,,,,,,,matching,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,l1 marketing,item,supplier/ ref number,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,front left belt loop,l1 pant hang tag,supplier // ,,,none,none,,,,1,,,,,,,,,,,,,l1 pant hang tag,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,front left belt loop behind main hang tag,l1 pant fit hang tag ,supplier // slim,,,none,none,,,,1,,,,,,,,,,,,,l1 pant fit hang tag  //  slim,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,center back waist band facing,l1 pant size label,l1 pant size label,,,none,none,,,,1,,,,,,,,,,,,,l1 pant size label,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,lining front right,l1 main label,slim fit // 10k/10k // critically taped ,,,none,none,,,,1,,,,,,,,,,,,,slim fit // 10k/10k // critically taped ,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,lining left side seam,address label,sew as loop,,,none,none,,,,1,,,,,,,,,,,,,address label,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,lining left side seam,content label,sew as loop,,,none,none,,,,1,,,,,,,,,,,,,content label,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,lining left side seam,address label,sew as loop,,,none,none,,,,1,,,,,,,,,,,,,address label,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,front left belt loop to attach hang tags,clear zip tie,supplier // ,,,none,none,,,,1,,,,,,,,,,,,,clear zip tie,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv, #5 metal zipper  (special herringbone tape),,ykk / 1-way semi auto locking with 1 l1 custom pull,,,,,,,,1,none,none,,,silder/ pull/ teeth color: ykk rl bright copper/ zipper tape color: 16-5807 tcx silt,silder/ pull/ teeth color: ykk rl bright copper/ zipper tape color: 19-0515 tcx military,silder/ pull/ teeth color: ykk rl bright copper/ zipper tape color: 19-4010 tcx ink,,,silder/ pull/ teeth color: ykk rl bright copper/ zipper tape color: 19-4006 tcx black,,center front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv, #5 metal zipper  (special herringbone tape),,non ykk / 1-way dadhr die cast wire non locking,,,,,,,,1,none,none,,,silder/ pull/ teeth color: ykk rl bright copper/ zipper tape color: 16-5807 tcx silt,silder/ pull/ teeth color: ykk rl bright copper/ zipper tape color: 19-0515 tcx military,silder/ pull/ teeth color: ykk rl bright copper/ zipper tape color: 19-4010 tcx ink,,,silder/ pull/ teeth color: ykk rl bright copper/ zipper tape color: 19-4006 tcx black,,chest pocket vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv, #5 coil zipper,,non ykk / 1-way dadhr die cast wire non locking,,,,,,,,1,none,none,,,silder/pull color: match to ykk rl bright copper/ zipper tape color: black,silder/pull color: match to ykk rl bright copper/ zipper tape color: black,silder/pull color: match to ykk rl bright copper/ zipper tape color: black,,,silder/pull color: match to ykk rl bright copper/ zipper tape color: black,,hand pockets vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv, #5 coil zipper,,non ykk / 1-way dadhr die cast wire non locking,,,,,,,,1 per side = 2,none,none,,,silder/pull color: match to ykk rl bright copper/ zipper tape color: black,silder/pull color: match to ykk rl bright copper/ zipper tape color: black,silder/pull color: match to ykk rl bright copper/ zipper tape color: black,,,silder/pull color: match to ykk rl bright copper/ zipper tape color: black,,hand pockets horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv, #5 coil zipper,,non ykk / 1-way dadhr die cast wire non locking,,,,,,,,1,none,none,,,silder/pull color: match to ykk rl bright copper/ zipper tape color: black,silder/pull color: match to ykk rl bright copper/ zipper tape color: black,silder/pull color: match to ykk rl bright copper/ zipper tape color: black,,,silder/pull color: match to ykk rl bright copper/ zipper tape color: black,,side entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,additional zipper pulls,,supplier/ reference number,,,,,,,,amount,0,0,,,silt,military,ink,,,black,,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,"""l1-2018-trim-017
l1 zipper pull. graphic debossed 1mm 3.2 cm x 0.92 cm ",,ykk,,,,,,,,1,none,none,,,ykk  rl bright copper,ykk  rl bright copper,ykk  rl bright copper,,,ykk  rl bright copper,,center front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,l1-2018-trim-018 / non branded zipper pull faux leather quality to match trims faux leather piece = 4 cm x 0.6 cm ,,please source: same supplier as other faux leather trims,,,,,,,,1,none,none,,,brown faux leather,brown faux leather,brown faux leather,,,brown faux leather,,chest pocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,l1-2018-trim-018 / non branded zipper pull faux leather quality to match trims faux leather piece = 4 cm x 0.6 cm ,,please source: same supplier as other faux leather trims,,,,,,,,1 per side = 2,none,none,,,brown leather,brown leather,brown leather,,,brown leather,,hand pockets vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,11nt-045 / self fabric pull,,factory made,,,,,,,,1,none,none,,,silt shell fabric,military shell fabric,ink shell fabric,,,black shell fabric,,hand pockets horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,11nt-045 / self fabric pull,,factory made,,,,,,,,1,none,none,,,silt shell fabric,military shell fabric,ink shell fabric,,,black shell fabric,,side entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,branded trims,,supplier/ reference number,,,,,,,,amount,0,0,,,silt,military,ink,,,black,,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,"l1-2018-trim-006/ 
large brown faux leather hem wrap
artwork debossed 1mm 3.8 cm x 2 cm",,please source,,,,,,,,1,none,none,,,brown faux leather,brown faux leather,brown faux leather,,,brown faux leather,,horizontal hand pocket flap right side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,"l1-2018-trim-028/ 
l1 wmns - freedom patch
brown faux leather
",,please source,,,,,,,,1,none,none,,,brown faux leather,brown faux leather,brown faux leather,,,brown faux leather,,left sleeve shoulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,"l1-2018-trim-024/  l1 embroidery small
3cm x 2.77cm  ",,soluna,,,,,,,,1,none,none,,,matching,matching,matching,,,matching,,left sleeve hem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,"l1-2018-trim-025 /
l1 embroidery large
3.7cm x 3.4cm  ",,soluna,,,,,,,,1,none,none,,,matching,matching,matching,,,matching,,back right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,trims,,supplier/ reference number,,,,,,,,amount,0,0,,,silt,military,ink,,,black,,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,15mm metal snap ,,luk's / 404,,,,,,,,"2 female, 4 male",none,none,,,cp016 copper,cp016 copper,cp016 copper,,,cp016 copper,,powder skirt - front closure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,15mm metal snap ,,luk's / 404,,,,,,,,1 male 1 female,none,none,,,cp016 copper,cp016 copper,cp016 copper,,,cp016 copper,,snap away powder skirt - lining facing ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,15mm metal snap ,,luk's / 404,,,,,,,,3 sets,none,none,,,cp016 copper,cp016 copper,cp016 copper,,,cp016 copper,,powder skirt - jacket to pant connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,metal eyelets 8mm ,,luk's / et04,,,,,,,,2 per side = 4 ,none,none,,,cp016 copper,cp016 copper,cp016 copper,,,cp016 copper,,hood cord exit front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,cord lock: small cord lock with tie down,,sun sun/ sv160824-2a,,,,,,,,1 per side = 2,none,none,,,16-5807 tcx silt,19-0515 tcx military,19-4010 tcx ink,,,19-4006 tcx black,,front hood adjust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,bead,,sv160725-1a,,,,,,,,1 per side = 2,none,none,,,16-5807 tcx silt,19-0515 tcx military,19-4010 tcx ink,,,19-4006 tcx black,,front hood adjust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,keyclip,,as production ,,,,,,,,1 per side = 2,none,none,,,black,black,black,,,black,,right hand pocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,notions,,supplier/ reference number,,,,,,,,amount,0,0,,,silt,military,ink,,,black,,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,"grosgrain 1/4""",,none,,,,,,,,1 per side = 2,none,none,,,black,black,black,,,black,,attach front hood cord lock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,"grosgrain 1/4""",,none,,,,,,,,1,none,none,,,black,black,black,,,black,,attach keyclip right hand pocket ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,grosgrain,,none,,,,,,,,1,none,none,,,black,black,black,,,black,,powder skirt - side tabs jacket to pant connection ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,"grosgrain 3/4"" x  3 1/2"" flat webbing (finished length)",,none,,,,,,,,2,none,none,,,black,black,black,,,black,,powder skirt - side tabs jacket to pant connection ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,"shell fabric tab  1"" x 1"" wrap around ",,none,,,,,,,,1,none,none,,,silt shell fabric,military shell fabric,ink shell fabric,,,black shell fabric,,jacket to pant connection center back on tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,"shell fabric tab  1"" x 1"" wrap around ",,none,,,,,,,,1,none,none,,,silt shell fabric,military shell fabric,ink shell fabric,,,black shell fabric,,jacket to pant connection center back under snap on gripper elastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,"shell fabric tab 3/4"" x  1"" ",,none,,,,,,,,1 per side = 2,none,none,,,silt shell fabric,military shell fabric,ink shell fabric,,,black shell fabric,,jacket to pant connection at side tabs under snaps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,"elastic 1"" x 4""",,none,,,,,,,,1,none,none,,,black,black,black,,,black,,powder skirt middle tab - jacket to pant connection ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,l1-2018-trim-030 2-color shockcord 3.5mm (heathered 2 color mix) ,,"example: cw17-062
chun wo ho (please source)",,,,,,,,1,none,none,,,"colorway: 3 = 12-0105 tcx bone/
16-5807 tcx silt","colorway: 4
19-0515 tcx military/
17-0620 tcx dusty green","colorway: 6
19-4010 tcx ink /
18-0403 tcx gunmetal",,,"colorway: 1 = 19-4006 tcx black/
18-0403 tcx gunmetal",,hood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,gripper elastic 25mm non logo,,mtt0022,,,,,,,,1,none,none,,,black,black,black,,,black,,powder skirt hem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,velcro,,supplier/ reference number,,,,,,,,amount,0,0,,,silt,military,ink,,,black,,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,"3/4"" x 3 3/4"" velcro with rounded corners",,paiho / loop#1057,,,,,,,,1 per side = 2,none,none,,,match to shell,match to shell,match to shell,,,match to shell,,cuff on body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,"3/4"" x 2 1/2"" velcro with rounded corners",,paiho / hooketn7,,,,,,,,1 per side = 2,none,none,,,match to shell,match to shell,match to shell,,,match to shell,,cuff on tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,thread,,spi,,,,,,,,amount,0,0,,,silt,military,ink,,,black,,supplier/ ref number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,seams,,10-12 spi,,,,,,,,none,none,none,,,match to shell,match to shell,match to shell,,,match to shell,,30/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,topstitch,,8-10 spi,,,,,,,,none,none,none,,,match to shell,match to shell,match to shell,,,match to shell,,heavy weight topstitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,bartacks,,none,,,,,,,,none,none,none,,,match to shell,match to shell,match to shell,,,match to shell,,100/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,labels ,,supplier/ reference number,,,,,,,,amount,0,0,,,silt,military,ink,,,black,,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,10k/10k critically seam sealed,,soluna/ main label,,,,,,,,1,none,none,,,10k/10k critically seam sealed,none,none,,,none,,center back below neck seam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,size label (sample size s),,soluna/ size label,,,,,,,,1,none,none,,,"xs, s, m, l",none,none,,,none,,center back below main label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,hang tags,,supplier/ reference number,,,,,,,,amount,0,0,,,silt,military,ink,,,black,,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,womens jacket hang tag,,soluna/ womens jacket hang tag,,,,,,,,1,none,none,,,womens jacket hang tag,none,none,,,none,,left side hand pocket zipper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,care and content labels,,supplier/ reference number,,,,,,,,amount,0,0,,,silt,military,ink,,,black,,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,address label,,factory sourced,,,,,,,,1,none,none,,,address label,none,none,,,none,,lining left side seam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,content label,,factory sourced,,,,,,,,1,none,none,,,content label,none,none,,,none,,lining left side seam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,L1TA-105-18_PROWLER_04-04-17_TRIMS.csv,washing label,,factory sourced,,,,,,,,1,none,none,,,washing label,none,none,,,none,,lining left side seam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,L1-108-17_ROCKEFELLER_SHELL.csv,cuff ribbing,1 x 1 polyester  ribbing ,none,none,,,,black on both colorways,none,none,,,,,,,black,,,,black,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,L1-108-17_ROCKEFELLER_SHELL.csv,insulation,item,supplier/ ref number,content,,,,0,0,0,,,,,,,military,,,,black,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,L1-108-17_ROCKEFELLER_SHELL.csv,seam tape,item,supplier/ ref number,content,,,,0,0,0,,,,,,,military,,,,black,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,L1-108-17_ROCKEFELLER_SHELL.csv,lining,item,supplier/ ref number,content,,,,0,0,0,,,,,,,military,,,,black,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,L1-108-17_ROCKEFELLER_SHELL.csv,body,solid quilted 210t,solis / ref number,none,,,,none,none,none,,,,,,,black,,,,black,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,L1-108-17_ROCKEFELLER_SHELL.csv,"sleeves, hand pocket lining",solid 210t,solis / ref number,none,,,,none,none,none,,,,,,,black,,,,black,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL.csv,all shell is same fabric,overdye pigment $6.90 10k/10k,laka tex  ls1068-dl2a,"85% cotton, 13% poly, 2% spandex",,x,none,,,,,,,,,,,,,,,,,black overdye denim,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL.csv,all shell is same fabric,brown denim overdye 10k/10k $10.65,solis l2-1081,"84.5% cotton, 13.5% poly, 2% spandex",,brown overdye denim,none,,,,,,,,,,,,,,,,,x,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL.csv,insulation,item,supplier/ ref number,content,,colorway 2,colorway 3,,,,,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL.csv,seam tape,item,supplier/ ref number,content,,colorway 2,colorway 3,,,,,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL.csv,lining,item,supplier/ ref number,content,,colorway 2,colorway 3,,,,,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL.csv,main body,small hole mesh ,please sorce,100% poly,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL.csv,lower leg,coated 210t,please sorce,100% nylon,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL.csv,waistband & fly,120g brushed tricot,please sorce,100% poly,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL.csv,hand pocket lining,120g brushed tricot,please sorce,100% poly,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,L1-203-18_AMERICANA_03-30-17_TRIMS.csv, #5 coil zipper,,ykk / 1-way semi auto locking dalh,,,,,,,,1,none,,,,,,silder/pull color: x antique copper zipper tape &teeth color: black,,,silder/pull color: x antique copper zipper tape &teeth color: black,,fly ,,,,,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,,,,,,,,,,,,,,,,,,,,,,,,,,silder/pull color: x antique copper zipper tape &teeth color: black,,,,,,,,,,,
1,L1-203-18_AMERICANA_03-30-17_TRIMS.csv, #5 coil zipper,,non ykk / 1-way non locking / dadhr diecast wire,,,,,,,,1 per side = 2,none,,,,,,silder/pull color: x antique copper zipper tape &teeth color: black,,,silder/pull color: x antique copper zipper tape &teeth color: black,,hand pockets,,,,,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,,,,,,,,,,,,,,,,,,,,,,,,,,silder/pull color: x antique copper zipper tape &teeth color: black,,,,,,,,,,,
2,L1-203-18_AMERICANA_03-30-17_TRIMS.csv, #5 coil zipper,,non ykk / 1-way non locking / dadhr diecast wire,,,,,,,,1 per side = 2,none,,,,,,silder/pull color: x antique copper zipper tape &teeth color: black,,,silder/pull color: x antique copper zipper tape &teeth color: black,,back pockets,,,,,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,,,,,,,,,,,,,,,,,,,,,,,,,,silder/pull color: x antique copper zipper tape &teeth color: black,,,,,,,,,,,
3,L1-203-18_AMERICANA_03-30-17_TRIMS.csv, #5 coil zipper,,non ykk / 2-way non locking / dadhr diecast wire (zip down to close),,,,,,,,1,none,,,,,,silder/pull color: x antique copper zipper tape &teeth color: black,,,silder/pull color: x antique copper zipper tape &teeth color: black,,balls out venting,,,,,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,,,,,,,,,,,,,,,,,,,,,,,,,,silder/pull color: x antique copper zipper tape &teeth color: black,,,,,,,,,,,
4,L1-203-18_AMERICANA_03-30-17_TRIMS.csv, #5 coil zipper,,non ykk / 1-way non locking / dadhr diecast wire,,,,,,,,1 per side = 2,none,,,,,,silder/pull color: x antique copper zipper tape &teeth color: black,,,silder/pull color: x antique copper zipper tape &teeth color: black,,hem gusset ,,,,,silder/pull color: x antique copper zipper tape &teeth color: black,silder/pull color: x antique copper zipper tape &teeth color: black,,,,,,,,,,,,,,,,,,,,,,,,,,silder/pull color: x antique copper zipper tape &teeth color: black,,,,,,,,,,,
5,L1-203-18_AMERICANA_03-30-17_TRIMS.csv,additional zipper pulls,,supplier/ reference number,,,,,,,,amount,0,,,,,,ink,,,black,,location,,,,,soil,vintage camo broken twill,,,,,,,,,,,,,,,,,,,,,,,,,,bone ,,,,,,,,,,,
